utente/$/$/hotel,brec,drec,urec 
Bartek S/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
anonymous45066/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
LifeIsShort55/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
DCtraveller41/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
Elyse M/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
j2dor/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
ANDRE C/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
boulderguy37/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
Susanl1952/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
bcqajbk/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
italolandese/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
OP255/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
Suzy D/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
Nancy B/$/$/Aspen Haus Bed and Breakfast,0.0,1.0,0.0
Clara B/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
Melanie347/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
C1054YJrebeccab/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
goforitkid/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
709adrienner/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
Valerie D/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
Lance L/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
stewartm730/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
jsrodgers/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
Melody S/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
Raretravelo/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
howler5/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
Tony S/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
Howas15/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
FrostyJ/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
Alyssa C./$/$/Best Western Eufaula Inn,0.0,1.0,0.0
288hughk/$/$/Best Western Eufaula Inn,0.0,1.0,0.0
janiferr/$/$/Super 8 - Effingham,0.0,1.0,0.0
Judie/$/$/Super 8 - Effingham,0.0,1.0,0.0
Patrick L/$/$/Super 8 - Effingham,0.08,0.89,0.03
foggytoad/$/$/Super 8 - Effingham,0.0,1.0,0.0
KATHLEEN F/$/$/Super 8 - Effingham,0.0,1.0,0.0
Sue463 D/$/$/Super 8 - Effingham,0.08,0.89,0.03
midnightrider43/$/$/Super 8 - Effingham,0.08,0.89,0.03
Chip D/$/$/Super 8 - Effingham,0.08,0.89,0.03
Carole J/$/$/Super 8 - Effingham,0.0,1.0,0.0
tom w/$/$/Super 8 - Effingham,0.08,0.89,0.03
Suzan F/$/$/Super 8 - Effingham,0.0,1.0,0.0
Kirkee23/$/$/Super 8 - Effingham,0.76,0.21,0.03
sablefoxx/$/$/Super 8 - Effingham,0.08,0.89,0.03
cheryls573/$/$/Super 8 - Effingham,0.0,1.0,0.0
t1andjoyce/$/$/Super 8 - Effingham,0.0,1.0,0.0
Julie L/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Pete1803/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Candace C/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
USSBeagle/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
misszippo/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Dawn K/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Julie D/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
SeaStock/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
karolynl420/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
teresae862/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
61Potsie/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Len T R/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Katrina S/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Katrina S/$/$/Hampton Inn Virginia Beach Oceanfront North,0.01,0.98,0.01
Ronald A/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
MNTRAVELER1000/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Rafting20142014/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Jodi M/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Christopher Y/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Shelly D/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Sloan832/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Christine N/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Philip E/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Kirk K/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Margaret W/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Teacher30/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
debnbobMinnesota/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Melting Hearts USA Sunglasses/$/$/Best Western Plus Kelly Inn,0.89,0.09,0.02
hoopster3145/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Barb Trochinski/$/$/Best Western Plus Kelly Inn,0.75,0.23,0.02
Anna M/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
barbareet/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Bernice C/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
theresa48761/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
jaz79h/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Tommy T/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
ebest77/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Travelseeker1125/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
gswedberg57/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Carol B/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Tracy '/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Erika B/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Kathy F/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
SANDY R/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
WellGirl13/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Lynda M/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
18pamelaa/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
gmj47/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Pat C/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Robertp2262003/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
mv645/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
dudade/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
alyssacc/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Diane D/$/$/Best Western Plus Kelly Inn,0.02,0.96,0.02
Diane D/$/$/Hampton Inn Dublin,0.05,0.92,0.03
Melisa/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Candice/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Candice/$/$/Red Roof Inn Erie,0.0,1.0,0.0
Candice/$/$/Hotel Valencia Santana Row,0.0,1.0,0.0
Candice/$/$/Econo Lodge Bellmawr,0.02,0.93,0.05
Jenee/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Reed/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Katharine/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Guest/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Ann Marie/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Reuben/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Valarie J/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
sarobar/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Kaitlyn/$/$/Best Western Plus Kelly Inn,0.02,0.96,0.02
Kaitlyn/$/$/Cherokee Lodge Bed and Breakfast,0.03,0.94,0.03
Breanna/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Lion/$/$/Best Western Plus Kelly Inn,0.07,0.91,0.02
Roy C/$/$/Best Western Plus Kelly Inn,0.0,1.0,0.0
Tracey J/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
AH/$/$/Days Inn Fort Wayne,0.12,0.84,0.04
Charles R/$/$/Days Inn Fort Wayne,0.02,0.94,0.04
justamom58/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
TURN AROUND/$/$/Days Inn Fort Wayne,0.41,0.55,0.04
trish/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
Tom V/$/$/Days Inn Fort Wayne,0.02,0.94,0.04
TIMOTHY M/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
H9720JQjosephf/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
evans89820/$/$/Days Inn Fort Wayne,0.02,0.94,0.04
Steve B/$/$/Days Inn Fort Wayne,0.02,0.94,0.04
Steve B/$/$/Springhill Suites Marriott Colorado Springs South,0.0,1.0,0.0
Steve B/$/$/Raton Pass Inn,0.0,1.0,0.0
Rebekah/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
Rebekah/$/$/Days Inn Lanham Washington Dc,0.0,1.0,0.0
Rebekah/$/$/Anaheim Marriott Suites,0.0,1.0,0.0
james helsel/$/$/Days Inn Fort Wayne,0.02,0.94,0.04
V2620XIjustinb/$/$/Days Inn Fort Wayne,0.55,0.41,0.04
michaelwR3933DN/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
George Baxter/$/$/Days Inn Fort Wayne,0.12,0.84,0.04
judyd614/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
430leos/$/$/Days Inn Fort Wayne,0.02,0.94,0.04
Pearl/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
Steven L/$/$/Days Inn Fort Wayne,0.0,1.0,0.0
NorthCostGuy/$/$/Courtyard Columbus Worthington,0.06,0.87,0.07
EmptyPocketsCarl/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
DawgTraveler1228/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
Joseph K/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
Gary R/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
NMTM/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
Mimi823/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
Laura B/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
Laura B/$/$/Best Western Plus Circle Inn,0.0,1.0,0.0
masterchef931/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
PatienceWonderful/$/$/Courtyard Columbus Worthington,0.06,0.87,0.07
Jim T/$/$/Courtyard Columbus Worthington,0.01,0.92,0.07
Jim T/$/$/Hotel Valencia Santana Row,0.02,0.97,0.01
monacks/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
winstonscout/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
CJ J/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
dgesaman/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
Suzyq174/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
cee102/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
Bob S/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
Bob S/$/$/Holiday Inn Express Lubbock South,0.0,1.0,0.0
Bob S/$/$/Southside Motel,0.0,1.0,0.0
Bob S/$/$/Drury Inn and Suites Columbus Convention Center,0.0,1.0,0.0
Gregg R/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
Terry Hennessee/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
BuzzBray/$/$/Courtyard Columbus Worthington,0.06,0.87,0.07
roach3730/$/$/Courtyard Columbus Worthington,0.06,0.87,0.07
Gregfromraleigh/$/$/Courtyard Columbus Worthington,0.06,0.87,0.07
RockTIlUDrop/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
marcyp/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
Steven Flynn/$/$/Courtyard Columbus Worthington,0.0,1.0,0.0
that/$/$/Super 8 Bradenton Sarasota Area,0.0,1.0,0.0
Colby/$/$/Super 8 Bradenton Sarasota Area,0.01,0.94,0.05
So pleased/$/$/Super 8 Bradenton Sarasota Area,0.01,0.94,0.05
RICHARD K/$/$/Super 8 Bradenton Sarasota Area,0.0,1.0,0.0
TD/$/$/Super 8 Bradenton Sarasota Area,0.0,1.0,0.0
bethany m/$/$/Super 8 Bradenton Sarasota Area,0.11,0.84,0.05
Marcia L./$/$/Super 8 Bradenton Sarasota Area,0.0,1.0,0.0
danny/$/$/Super 8 Bradenton Sarasota Area,0.0,1.0,0.0
danny/$/$/Econo Lodge Bellmawr,0.0,1.0,0.0
bonny/$/$/Super 8 Bradenton Sarasota Area,0.01,0.94,0.05
lizannat/$/$/Super 8 Bradenton Sarasota Area,0.11,0.84,0.05
Barbt32792/$/$/Super 8 Bradenton Sarasota Area,0.0,1.0,0.0
Marty R/$/$/Super 8 Bradenton Sarasota Area,0.11,0.84,0.05
Tyler H./$/$/Hotel Corpus Christi,0.0,1.0,0.0
whinton35/$/$/Hotel Corpus Christi,0.0,1.0,0.0
hameda223/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
KristenMike/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
hurleyblewett/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
KristinTrevino/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
Graem C/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
Suzette J/$/$/Best Western Plus Humboldt House Inn,0.04,0.87,0.09
Karen C/$/$/Best Western Plus Humboldt House Inn,0.04,0.87,0.09
henelin/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
A9987TCdavidw/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
NewportBeach1952/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
mae710/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
wishfrog/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
Rich N/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
486BethH/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
BKFLMAN/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
Ashleyreneescales/$/$/Best Western Plus Humboldt House Inn,0.0,1.0,0.0
beernu/$/$/Best Western Plus Humboldt House Inn,0.04,0.87,0.09
nunojedi/$/$/Red Lion Anaheim Maingate Hotel,0.0,1.0,0.0
bpeaco/$/$/Red Lion Anaheim Maingate Hotel,0.0,1.0,0.0
citygirl8/$/$/Red Lion Anaheim Maingate Hotel,0.0,1.0,0.0
mouse/$/$/Octagon Inn,0.0,1.0,0.0
Jbattin/$/$/Octagon Inn,0.0,1.0,0.0
Darla M/$/$/Hitching Horse Inn,0.0,1.0,0.0
columbiascjay/$/$/Hitching Horse Inn,0.0,1.0,0.0
lflee/$/$/Hitching Horse Inn,0.0,1.0,0.0
ChanceTanya/$/$/Hitching Horse Inn,0.0,1.0,0.0
SBTraveler73/$/$/Hitching Horse Inn,0.0,1.0,0.0
Avxyvei7/$/$/Hitching Horse Inn,0.0,1.0,0.0
Lori R/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
Mike K/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
Mike K/$/$/Budget Inn,0.0,1.0,0.0
MarleneIllinois/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
Beans289/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
Susan G/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
Jody R/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
fjshields/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
love2travelIndy/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
Patricia P/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
C0wtnadv/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
beachmomri/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
jtp4/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
Sarah b/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
Etonian30/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
Iamez1/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
Joel W/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
697anon/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
29donaldm/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
Beverly B/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
Subyo1/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
Travis S/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
Travis S/$/$/Best Western Plus Circle Inn,0.0,1.0,0.0
Kathy V/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
wteare/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
Steve R/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.87,0.07,0.06
WallyMissouri/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
254elizabethaf/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
G1408KSkarenb/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
mauinokaoi1973/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.0,1.0,0.0
fuelaltered1221/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
Dustin M/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.01,0.93,0.06
meganroadrunner1979/$/$/Homewood Suites By Hilton Indpls Airport / Plainfield In,0.84,0.1,0.06
vsparky/$/$/Howard Johnson,0.0,1.0,0.0
Chels/$/$/Super 8 - Upland,0.0,1.0,0.0
Renata/$/$/Super 8 - Upland,0.07,0.88,0.05
Michael Zamora/$/$/Super 8 - Upland,0.0,1.0,0.0
sherita/$/$/Super 8 - Upland,0.07,0.88,0.05
Paulina/$/$/Super 8 - Upland,0.0,1.0,0.0
tammie/$/$/Super 8 - Upland,0.49,0.46,0.05
MeLissia/$/$/Super 8 - Upland,0.39,0.56,0.05
Marianna/$/$/Super 8 - Upland,0.0,1.0,0.0
julieto/$/$/Super 8 - Upland,0.0,1.0,0.0
jesi/$/$/Super 8 - Upland,0.0,1.0,0.0
Jeannelb/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
perr7346mat/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
abbigeylnovy/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
iasefd90aaaiii/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
IowaTravelers99/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
TerryWe5/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
BaileyHouseBedandBreakfas/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
omghaidede/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
likestotravel53/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
marksudkse/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
SueNew2015/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
Tiffany W/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
maleeiskamdapospq/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
Ken M/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
Allison L/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
ColorPaintingCoInc/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
ponedelniksmeoleole/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
Joe008/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
Brandon89killers89/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
commonuseriizlizaite/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
knockknock964/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
springsautoclinic/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
bigrigconnection/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
999777999/$/$/Bailey House Bed & Breakfast,0.0,1.0,0.0
876G6/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
adrianmckenzie/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
Angela P/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
Brooke B/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
127mindym/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
Oso_Panzon/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
Erikalejandra13/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
Jaime R/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
194ashleye/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
Misty H/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
Kenysha D/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
Katarra B/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
cxsilveira/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
AntAug/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
jenniferdM6467PG/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
Lindsay D/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
81carries/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
Terry k/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
CCC1018/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
cloe c/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
issf117/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
Kenny J/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
Z131CCmariap/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
kentonfritzv/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
juliecZ409DQ/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
vicmil/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
Peter K/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
meghan j/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
michelle g/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
D5417SVsarahg/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
38Amb/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
californiafam/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
0gerganam/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
S8846KBdavidl/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
J5790QQlindat/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
niravdesai51/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
JC A/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
BitDevine/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
debbiesT3126VG/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
DGiGi50/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.0,1.0,0.0
shane n/$/$/Microtel Inn Suites By Wyndham San Antonio By Seaworld,0.06,0.9,0.04
hbaker10/$/$/Comfort Hotel Bernau,0.0,1.0,0.0
Bmccoy07/$/$/Budget Inn,0.0,1.0,0.0
Ama522/$/$/Budget Inn,0.0,1.0,0.0
tebowlover/$/$/Miami Executive Hotel,0.0,1.0,0.0
amanda1001/$/$/Extended Stay America Princeton - West Windsor,0.0,1.0,0.0
Edison/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
Marco P/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
Afonso/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
Lenita Ninow/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
Leandro Jose/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
Lima/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
Jose Eduardo K/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
RAUL/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
FLAVIO/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
Neuza/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
Rodrigo/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
Josiara/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
Anderson/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
priscila/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
Elaine Raphael/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
Franck/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
CRISTIANE/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
DANIEL/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
DANIEL/$/$/Lamothe House,0.69,0.27,0.04
ELEN CRISTINA/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
Willyan/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
RAUL GUILHERME/$/$/Mercure Curitiba Golden Hotel,0.03,0.92,0.05
deyse/$/$/Mercure Curitiba Golden Hotel,0.0,1.0,0.0
