utente/$/$/hotel,somma 
Marifi C/$/$/Intown Suites El Paso,0.17
Jarita/$/$/Extended Stay America - Columbia - Northwest Harbison,0.37
Rhiannon/$/$/Extended Stay America - Columbia - Northwest Harbison,0.48
carlton/$/$/Extended Stay America - Columbia - Northwest Harbison,0.48
Sharkia/$/$/Extended Stay America - Columbia - Northwest Harbison,0.48
Kerry P./$/$/Extended Stay America - Columbia - Northwest Harbison,0.37
Delesline/$/$/Extended Stay America - Columbia - Northwest Harbison,0.37
skippyjon2015/$/$/Extended Stay America - Columbia - Northwest Harbison,0.38
Sharon P/$/$/Extended Stay America - Columbia - Northwest Harbison,0.37
Sharon P/$/$/Comfort Inn Humboldt Bay,0.43
Rhonda9396/$/$/Extended Stay America - Columbia - Northwest Harbison,0.48
jaxkipi/$/$/Extended Stay America - Columbia - Northwest Harbison,0.48
EVETTE5683/$/$/Extended Stay America - Columbia - Northwest Harbison,0.38
Rob H/$/$/Extended Stay America - Columbia - Northwest Harbison,0.37
Katrinal1925/$/$/Extended Stay America - Columbia - Northwest Harbison,0.38
Greg S/$/$/Extended Stay America - Columbia - Northwest Harbison,0.37
bdoug399/$/$/Extended Stay America - Columbia - Northwest Harbison,0.37
Randy F/$/$/Extended Stay America - Columbia - Northwest Harbison,0.48
Martha/$/$/Hilton San Diego Airport/harbor Island,1.16
Martha/$/$/Days Inn Fort Wayne,0.38
Martha/$/$/Super 8 Indianapolis,0.44
Martha/$/$/Fiesta Inn and Suites,0.36
Martha/$/$/La Quinta Inn Auburn Worcester,0.46
Martha/$/$/Candlewood Suites Eugene Springfield,0.79
Martha/$/$/La Quinta Inn and Suites Meridian,0.49
BEHROUZ/$/$/Hilton San Diego Airport/harbor Island,0.43
Kalvin/$/$/Hilton San Diego Airport/harbor Island,0.43
Salomon/$/$/Hilton San Diego Airport/harbor Island,0.43
Dennis Ehli/$/$/Hilton San Diego Airport/harbor Island,0.51
Shana/$/$/Hilton San Diego Airport/harbor Island,0.55
Shana/$/$/Ip Casino Resort Spa,0.57
Maritoni Dumlao/$/$/Hilton San Diego Airport/harbor Island,0.51
janelle/$/$/Hilton San Diego Airport/harbor Island,1.08
Alice Daer/$/$/Hilton San Diego Airport/harbor Island,0.51
Alice Daer/$/$/New York Marriott Marquis,0.52
Irish/$/$/Hilton San Diego Airport/harbor Island,0.51
Matthew Machler/$/$/Hilton San Diego Airport/harbor Island,0.51
Wei Yi/$/$/Hilton San Diego Airport/harbor Island,0.51
Loretta Donigi/$/$/Hilton San Diego Airport/harbor Island,0.51
BASEM/$/$/Hilton San Diego Airport/harbor Island,0.43
BASEM/$/$/Microtel Inn By Wyndham Knoxville,0.31
Marc A/$/$/Hilton San Diego Airport/harbor Island,1.28
Marc A/$/$/Holiday Inn Express Hotel and Suites Cambridge,0.53
Tanner/$/$/Hilton San Diego Airport/harbor Island,0.43
Ashok/$/$/Hilton San Diego Airport/harbor Island,0.53
Ashok/$/$/Quality Inn and Suites Irvine Spectrum,0.5
Sean Miller/$/$/Hilton San Diego Airport/harbor Island,0.51
Duke Green/$/$/Hilton San Diego Airport/harbor Island,0.51
Sveinbjorn/$/$/Hilton San Diego Airport/harbor Island,1.11
Yutaka/$/$/Hilton San Diego Airport/harbor Island,0.43
Natasha Elyassi/$/$/Hilton San Diego Airport/harbor Island,0.43
Aldair/$/$/Hilton San Diego Airport/harbor Island,0.51
Hilton/$/$/Hilton San Diego Airport/harbor Island,1.2
Hilton/$/$/Mercure Curitiba Golden Hotel,0.45
Rawan Kheshaim/$/$/Hilton San Diego Airport/harbor Island,0.43
Harris/$/$/Hilton San Diego Airport/harbor Island,0.43
Ryan Applegate/$/$/Hilton San Diego Airport/harbor Island,0.43
Adam Benoist`/$/$/Hilton San Diego Airport/harbor Island,0.43
Cari Mallory/$/$/Hilton San Diego Airport/harbor Island,1.22
Michael Nguyen/$/$/Hilton San Diego Airport/harbor Island,1.18
Cruz Moya/$/$/Hilton San Diego Airport/harbor Island,0.43
Brittany Nielsen/$/$/Hilton San Diego Airport/harbor Island,0.43
Cherish Allen/$/$/Hilton San Diego Airport/harbor Island,0.43
lumpar/$/$/Candlewood Suites Oklahoma City-moore,0.52
Bertie D./$/$/Candlewood Suites Oklahoma City-moore,0.52
PantsOn A./$/$/Candlewood Suites Oklahoma City-moore,0.52
white rose h./$/$/Candlewood Suites Oklahoma City-moore,0.52
StarsSpell z./$/$/Candlewood Suites Oklahoma City-moore,0.52
DeepBlue W./$/$/Candlewood Suites Oklahoma City-moore,0.52
Mr Cutter/$/$/Candlewood Suites Oklahoma City-moore,0.52
Nicol J./$/$/Candlewood Suites Oklahoma City-moore,0.52
doing r./$/$/Candlewood Suites Oklahoma City-moore,0.52
G S./$/$/Candlewood Suites Oklahoma City-moore,0.52
BlueDay K./$/$/Candlewood Suites Oklahoma City-moore,0.52
Blue4523 N./$/$/Candlewood Suites Oklahoma City-moore,0.52
terra k./$/$/Candlewood Suites Oklahoma City-moore,0.52
Brandon O. at Judy's Book/$/$/Candlewood Suites Oklahoma City-moore,0.52
hotpink/$/$/Candlewood Suites Oklahoma City-moore,1.44
Cassidy L./$/$/Candlewood Suites Oklahoma City-moore,0.52
valerie f./$/$/Candlewood Suites Oklahoma City-moore,0.52
rick417/$/$/Candlewood Suites Oklahoma City-moore,0.52
Reena/$/$/Candlewood Suites Oklahoma City-moore,1.44
Denee R./$/$/Candlewood Suites Oklahoma City-moore,0.52
carzyb/$/$/Candlewood Suites Oklahoma City-moore,0.52
cthulhu s./$/$/Candlewood Suites Oklahoma City-moore,0.52
e h/$/$/Candlewood Suites Oklahoma City-moore,0.52
ShareAlike B./$/$/Candlewood Suites Oklahoma City-moore,0.52
Leeson/$/$/Candlewood Suites Oklahoma City-moore,1.34
AlamoAnny/$/$/Candlewood Suites Oklahoma City-moore,0.52
wilmaddrealifaq2500/$/$/Candlewood Suites Oklahoma City-moore,0.52
Johnny K/$/$/Candlewood Suites Oklahoma City-moore,0.52
Eugene R/$/$/Candlewood Suites Oklahoma City-moore,0.52
Sarah Moser Dilks/$/$/Candlewood Suites Oklahoma City-moore,1.44
Rafa L/$/$/Candlewood Suites Oklahoma City-moore,1.44
Corri G/$/$/Candlewood Suites Oklahoma City-moore,1.44
Amanda M/$/$/Candlewood Suites Oklahoma City-moore,0.52
D28martin05/$/$/Candlewood Suites Oklahoma City-moore,0.52
avisbinah688/$/$/Candlewood Suites Oklahoma City-moore,0.52
soonerj92/$/$/Candlewood Suites Oklahoma City-moore,0.52
christinaforanl578/$/$/Candlewood Suites Oklahoma City-moore,0.52
Lucie/$/$/Candlewood Suites Oklahoma City-moore,1.44
Lucie/$/$/Cherokee Lodge Bed and Breakfast,0.55
Ponyman1/$/$/Candlewood Suites Oklahoma City-moore,0.52
JimboInTheHouse/$/$/Candlewood Suites Oklahoma City-moore,0.52
shelbybossir757/$/$/Candlewood Suites Oklahoma City-moore,0.52
Jeri Kelvinn/$/$/Candlewood Suites Oklahoma City-moore,1.44
jwoge/$/$/Holiday Inn Express & Suites Bay City,0.39
Krista P/$/$/Holiday Inn Express & Suites Bay City,0.39
JCStover/$/$/Holiday Inn Express & Suites Bay City,0.39
LTaylor073/$/$/Holiday Inn Express & Suites Bay City,0.45
jmygolfforfun/$/$/Holiday Inn Express & Suites Bay City,0.45
Christopher Greenleaf/$/$/Holiday Inn Express & Suites Bay City,1.14
Kelvin Chang/$/$/Holiday Inn Express & Suites Bay City,1.09
Lisa S/$/$/Holiday Inn Express & Suites Bay City,0.39
Lisa S/$/$/Hampton Inn Virginia Beach Oceanfront North,0.56
tacarlson/$/$/Holiday Inn Express & Suites Bay City,0.39
JohnandKristy/$/$/Holiday Inn Express & Suites Bay City,0.39
McBible/$/$/Holiday Inn Express & Suites Bay City,0.39
Alaskan_Viking/$/$/Holiday Inn Express & Suites Bay City,0.39
CNDTRVLR/$/$/Holiday Inn Express & Suites Bay City,0.39
Connie Spence/$/$/Holiday Inn Express & Suites Bay City,1.0
aregier/$/$/Holiday Inn Express & Suites Bay City,0.39
Joe_Ursano/$/$/Holiday Inn Express & Suites Bay City,0.39
Jack50/$/$/Holiday Inn Express & Suites Bay City,0.45
encore02/$/$/Holiday Inn Express & Suites Bay City,0.45
Travelingman1876/$/$/Holiday Inn Express & Suites Bay City,0.39
Samantha P/$/$/Holiday Inn Express & Suites Bay City,0.39
Matt33332/$/$/Holiday Inn Express & Suites Bay City,0.39
Worldtravel769/$/$/Holiday Inn Express & Suites Bay City,0.39
Linette Neumeyer/$/$/Holiday Inn Express & Suites Bay City,1.09
sassenach1970/$/$/Holiday Inn Express & Suites Bay City,0.45
lkitto/$/$/Western Inn-glacier Park,0.34
Walt/$/$/Western Inn-glacier Park,0.34
Evonne/$/$/Western Inn-glacier Park,0.34
Camelia/$/$/Western Inn-glacier Park,0.36
DeAnna/$/$/Western Inn-glacier Park,0.34
Merle/$/$/Western Inn-glacier Park,0.34
Blaise/$/$/Western Inn-glacier Park,0.9
Lewis/$/$/Western Inn-glacier Park,0.34
Lewis/$/$/Days Inn Lanham Washington Dc,0.36
chad/$/$/Western Inn-glacier Park,0.34
Moni/$/$/Western Inn-glacier Park,0.34
Moni/$/$/Hotel Eug��ne En Ville,1.11
Pigslayer/$/$/Western Inn-glacier Park,0.36
Mochiball Mama/$/$/Western Inn-glacier Park,1.04
Cookers16/$/$/Americinn Lodge & Suites Appleton,0.35
JamesCanbyOregon/$/$/Americinn Lodge & Suites Appleton,0.35
Matthew H/$/$/Americinn Lodge & Suites Appleton,0.33
Matthew H/$/$/Quality Inn and Suites Irvine Spectrum,0.97
Joyce L/$/$/Americinn Lodge & Suites Appleton,0.35
TracyLee B/$/$/Americinn Lodge & Suites Appleton,0.33
jessicapG3061CB/$/$/Americinn Lodge & Suites Appleton,0.33
Driver88/$/$/Americinn Lodge & Suites Appleton,0.33
W7523VZmarcp/$/$/Americinn Lodge & Suites Appleton,0.33
O6770ESangelas/$/$/Americinn Lodge & Suites Appleton,0.46
pattib405/$/$/Americinn Lodge & Suites Appleton,0.33
Ginny E/$/$/Americinn Lodge & Suites Appleton,0.35
joy1rn/$/$/Americinn Lodge & Suites Appleton,0.33
Daniel T/$/$/Americinn Lodge & Suites Appleton,0.46
lindeeanne/$/$/Americinn Lodge & Suites Appleton,0.35
WarmMeUp/$/$/Americinn Lodge & Suites Appleton,0.33
William D/$/$/Americinn Lodge & Suites Appleton,0.33
William D/$/$/Hampton Inn Tucson-airport,0.47
Jeff B/$/$/Americinn Lodge & Suites Appleton,0.35
489timothyg/$/$/Americinn Lodge & Suites Appleton,0.33
Sue F/$/$/Americinn Lodge & Suites Appleton,0.35
Annie B/$/$/Americinn Lodge & Suites Appleton,0.33
540dee/$/$/Americinn Lodge & Suites Appleton,0.33
jmdraeger/$/$/Americinn Lodge & Suites Appleton,0.33
T E/$/$/Americinn Lodge & Suites Appleton,0.35
Stephanie H/$/$/Americinn Lodge & Suites Appleton,0.35
Jodie G/$/$/Americinn Lodge & Suites Appleton,0.33
knitnaway/$/$/Americinn Lodge & Suites Appleton,0.35
meh858/$/$/Americinn Lodge & Suites Appleton,0.33
Anjolynjan/$/$/Americinn Lodge & Suites Appleton,0.35
Thegreenfork/$/$/Americinn Lodge & Suites Appleton,0.46
clb1105/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
David N/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
lamarshareer/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Randolph/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Harold C/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
hulamoongirl/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Vinay I/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
CLYDE/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
267lucillea/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
kristene/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
vicky j/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
JOEL/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
NicktheKnife/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
674samuelk/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Bobby J/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
TravelingEater/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
wilmariea2016/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Jeffrey G/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,1.08
Hinsdalejoe/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
lindalB5955NE/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
KimmyUNC/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
eonwest/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
rcojoca/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Corina0909/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
DELYTH/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
gladewalker/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Tim C/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,1.08
JamesWilliamE/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
P4731IGlorim/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
Aaron M/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
kristent345/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
101andya/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
richardwF8972TI/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
D6788JVrobb/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
gwenytht2016/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Danmanda/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
000guest2016/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
justnathan/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
Kyleigh/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,1.18
Ashley A/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Ashley A/$/$/Beach Cove 411 Tower A Sierra's 1 Bedroom Condo By Prista Management,0.46
theCharlie-Mike/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
Phil H/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Sonia S/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Jay K/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Alfredo P/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
MRIGuy99/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
Pamela S/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Peg N/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
livinNparadise/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
dcajun35/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
Kristina N/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Jessica C/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Jessica C/$/$/Country Inn and Suites By Carlson Galena,1.12
Jessica C/$/$/Homewood Suites By Hilton Albuquerque - Journal Center,0.45
Mary Jo R/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,1.08
BertFdz/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
Matt B/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Autumn V/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Cathy G/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.48
Cathy G/$/$/Hampton Inn Virginia Beach Oceanfront North,0.56
Tanisha C/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
jaylindell/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
vanilla-nilla/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Britny P/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
937kimberlyr/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Guy H/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
FLXrayEng/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Toni H/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Ceenyc 8/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Chris L/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Lauren0322/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Jan-07/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
CarltonJ34/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
Margie I/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
aDoodle123/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Angela S/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.47
Angela S/$/$/Best Western Plus Kelly Inn,0.47
Pat M/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Pat M/$/$/Residence Inn Burlington Colchester,0.45
blj512/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
J.R. M/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
dtkelrond/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Robbin K/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
DABIII/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
CJ E/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
Christopher B/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Christopher B/$/$/Best Western Hospitality Hotel and Suites,0.39
tomasineb/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
pupnpony/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
0MLB/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Tom P/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Deborah3302/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
A1772UQandrewm/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
675jont/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
Jeff M/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.48
Jeff M/$/$/Good Nite Inn Rohnert Park,0.45
Armand S/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,1.18
LoveToGo777/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
jiangyang2016/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Maileen P/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
EZ2PLEZE/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.41
Bruce T/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.52
W4ATL/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.42
K3282GOlauran/$/$/Country Inn and Suites By Carlson Galena,0.54
racingliberty/$/$/Country Inn and Suites By Carlson Galena,0.47
Susie/$/$/Country Inn and Suites By Carlson Galena,0.47
Susie/$/$/Garden of The Gods Club & Resort,0.51
Susie/$/$/Anaheim Marriott Suites,0.48
Cynthia F/$/$/Country Inn and Suites By Carlson Galena,0.55
Cynthia F/$/$/Hampton Inn Virginia Beach Oceanfront North,0.57
Jason P/$/$/Country Inn and Suites By Carlson Galena,0.54
kim/$/$/Country Inn and Suites By Carlson Galena,0.47
kim/$/$/Hyatt Place Pittsburgh Cranberry,0.47
kim/$/$/Super 8 Kansas City Airport,0.29
kim/$/$/Sleep Inn Slidell,0.39
TravelingDiva13/$/$/Country Inn and Suites By Carlson Galena,1.26
nestor/$/$/Country Inn and Suites By Carlson Galena,0.54
Miranda/$/$/Country Inn and Suites By Carlson Galena,0.47
Miranda/$/$/Fiesta Inn and Suites,0.23
markfred/$/$/Country Inn and Suites By Carlson Galena,0.47
Johnny C/$/$/Country Inn and Suites By Carlson Galena,0.54
don/$/$/Country Inn and Suites By Carlson Galena,0.47
Paul Castaneda/$/$/Country Inn and Suites By Carlson Galena,1.16
Carolyn Barr/$/$/Country Inn and Suites By Carlson Galena,1.3
Mary Piltch/$/$/Country Inn and Suites By Carlson Galena,1.16
Kuzzie/$/$/Country Inn and Suites By Carlson Galena,0.47
Chris T/$/$/Country Inn and Suites By Carlson Galena,0.54
Dawn L/$/$/Country Inn and Suites By Carlson Galena,0.47
Carol Z/$/$/Country Inn and Suites By Carlson Galena,0.54
Fred Zelhart/$/$/Country Inn and Suites By Carlson Galena,1.31
Zach Manker/$/$/Country Inn and Suites By Carlson Galena,1.3
JRFJR/$/$/Country Inn and Suites By Carlson Galena,0.47
Sally1382/$/$/Country Inn and Suites By Carlson Galena,0.47
majdelw2015/$/$/Country Inn and Suites By Carlson Galena,0.54
Bonnie M/$/$/Country Inn and Suites By Carlson Galena,0.54
admtiger/$/$/Country Inn and Suites By Carlson Galena,0.47
warrenc512/$/$/Country Inn and Suites By Carlson Galena,0.54
Somerandomletters/$/$/Country Inn and Suites By Carlson Galena,0.47
korey2016/$/$/Country Inn and Suites By Carlson Galena,0.54
kmtoohey/$/$/Country Inn and Suites By Carlson Galena,0.47
Carol L/$/$/Country Inn and Suites By Carlson Galena,0.54
Rhett Moeller/$/$/Country Inn and Suites By Carlson Galena,1.31
raph508/$/$/Country Inn and Suites By Carlson Galena,0.54
Анастасия Г/$/$/Country Inn and Suites By Carlson Galena,0.54
WillTravel2TryFood/$/$/Country Inn and Suites By Carlson Galena,0.47
Glen J/$/$/Country Inn and Suites By Carlson Galena,0.54
packer0738/$/$/Country Inn and Suites By Carlson Galena,0.54
178leahh/$/$/Country Inn and Suites By Carlson Galena,1.36
re34646/$/$/Country Inn and Suites By Carlson Galena,0.47
Familyof4fromChicago/$/$/Country Inn and Suites By Carlson Galena,0.47
Melissa H/$/$/Country Inn and Suites By Carlson Galena,0.54
Melissa H/$/$/Holiday Inn Express Hotel and Suites Hesperia,0.5
CindyLou/$/$/Country Inn and Suites By Carlson Galena,1.36
Kelsie N/$/$/Country Inn and Suites By Carlson Galena,0.47
Danelle M/$/$/Country Inn and Suites By Carlson Galena,0.47
606phyllisp/$/$/Country Inn and Suites By Carlson Galena,0.47
Carolyn H/$/$/Country Inn and Suites By Carlson Galena,0.54
wendyroses/$/$/Country Inn and Suites By Carlson Galena,0.54
fun2ride/$/$/Country Inn and Suites By Carlson Galena,0.54
amandav850/$/$/Country Inn and Suites By Carlson Galena,0.54
patrickf311/$/$/Country Inn and Suites By Carlson Galena,0.54
BigPaPa88/$/$/Country Inn and Suites By Carlson Galena,0.47
lauramK7300NJ/$/$/Country Inn and Suites By Carlson Galena,0.54
glen/$/$/Country Inn and Suites By Carlson Galena,0.54
Candy B/$/$/Country Inn and Suites By Carlson Galena,0.54
SaraO53913/$/$/Country Inn and Suites By Carlson Galena,0.47
Jeffrey j./$/$/Country Inn and Suites By Carlson Galena,0.54
aprilm432/$/$/Country Inn and Suites By Carlson Galena,0.47
susiedu/$/$/Country Inn and Suites By Carlson Galena,0.47
Andrea K/$/$/Country Inn and Suites By Carlson Galena,0.47
JerryBGood/$/$/Country Inn and Suites By Carlson Galena,0.54
Tarantula_10/$/$/Country Inn and Suites By Carlson Galena,0.54
johnmQ912ZR/$/$/Country Inn and Suites By Carlson Galena,0.54
496perryc/$/$/Country Inn and Suites By Carlson Galena,0.54
dennis G./$/$/Hampton Inn Roanoke/salem,1.12
Flash/$/$/Hampton Inn Roanoke/salem,0.43
Kate E/$/$/1900 House,0.44
Tracey Letitia T/$/$/1900 House,0.44
Rainey_11/$/$/1900 House,0.44
Kerry H/$/$/1900 House,0.44
bigbig3710/$/$/1900 House,0.44
time4travel1957/$/$/1900 House,0.44
Jay405/$/$/1900 House,0.44
Hamden07/$/$/1900 House,0.44
Martin12345672015/$/$/1900 House,0.44
Jason R/$/$/1900 House,0.44
Jason R/$/$/Drury Inn and Suites Columbus Convention Center,0.5
Lissa D/$/$/1900 House,0.44
rickmaynert/$/$/1900 House,0.44
Kristen O/$/$/1900 House,0.44
Phil & Rita/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,0.55
Kortney/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,0.55
Drew/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,1.27
Drew/$/$/Super 8 Belle Fourche,0.32
Drew/$/$/Fairfield Inn and Suites By Marriott Idaho Falls,0.46
DV/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,0.55
terry/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,0.53
terry/$/$/Crossland Economy Studios - Lake Charles - Sulphur,0.33
Mandi/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,1.3
Mandi/$/$/Comfort Suites,1.2
Thelma/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,0.54
Thelma/$/$/Americas Best Value Inn,0.43
lyn/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,1.41
Meka/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,0.53
Houde0069/$/$/Days Inn Bowling Green,0.18
Theodore M/$/$/Days Inn Bowling Green,0.18
G327MPchrisb/$/$/Days Inn Bowling Green,0.18
Worksalot22/$/$/Days Inn Bowling Green,0.18
robinf257/$/$/Days Inn Bowling Green,0.18
Eugene S/$/$/Days Inn Bowling Green,0.18
SEtravelerguy/$/$/Days Inn Bowling Green,0.35
Hogfarmer5/$/$/Days Inn Bowling Green,0.18
Mvandy89/$/$/Days Inn Bowling Green,0.18
g0michigan/$/$/Days Inn Bowling Green,0.18
ronaldc421/$/$/Days Inn Bowling Green,0.18
Buckeye1966/$/$/Days Inn Bowling Green,0.18
osuziq2/$/$/Days Inn Bowling Green,0.18
toddmJ8461QA/$/$/Days Inn Bowling Green,0.18
lady1she/$/$/Days Inn Bowling Green,0.24
Gregory K/$/$/Days Inn Bowling Green,0.35
Gregory K/$/$/The Concorde Inn,0.23
robertcU3613JL/$/$/Days Inn Bowling Green,0.18
27dales/$/$/Days Inn Bowling Green,0.18
marshall s/$/$/Days Inn Bowling Green,0.18
jerelynh/$/$/Days Inn Bowling Green,0.35
David S/$/$/Days Inn Bowling Green,0.32
David S/$/$/Cliffrose Lodge Gardens,0.52
David S/$/$/La Quinta Inn Auburn Worcester,0.38
David S/$/$/Best Western University Inn & Suites,0.45
crazydaleman/$/$/Days Inn Bowling Green,0.18
Pati B/$/$/Days Inn Bowling Green,0.18
kbeaver5454/$/$/Days Inn Bowling Green,0.18
markymark39/$/$/Days Inn Bowling Green,0.35
909maherk/$/$/Days Inn Bowling Green,0.18
Y7578LTjamesp/$/$/Days Inn Bowling Green,0.18
katesB3656MH/$/$/Days Inn Bowling Green,0.18
Becky M/$/$/Days Inn Bowling Green,0.18
100virginiaw/$/$/Days Inn Bowling Green,0.24
collett126/$/$/Days Inn Bowling Green,0.18
Vacation Travel/$/$/Hotel Metropole,0.49
Elena/$/$/Hotel Metropole,0.49
Rich and Diana/$/$/Hotel Metropole,0.54
shahid/$/$/Hotel Metropole,0.49
Gary and Martha/$/$/Hotel Metropole,0.54
MJ/$/$/Hotel Metropole,0.54
kbyoga/$/$/Hotel Metropole,0.54
Hedwig/$/$/Hotel Metropole,0.54
Marina/$/$/Hotel Metropole,0.54
steve/$/$/Hotel Metropole,0.49
